Title,Production,Episodes,Source,Genre,Airdate,Rating,Voters,Theme
Ninja Slayer From Animation,Trigger,26,Novel,Action,,6.59,"39,903",Funimation
Shining Hearts: Shiawase no Pan,Production I.G,12,Game,"Action,Fantasy","Apr 13, 2012",6.14,"39,899",Sentai Filmworks
Macross: Do You Remember Love?,Artland,1,Original,"Action,Romance,Sci-Fi",,7.96,"39,885","Mecha,Military,Music,Space"
Allison to Lillia,Madhouse,26,Light novel,"Action,Adventure","Apr 3, 2008",7.35,"39,799",Shounen
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Gainax,1,Original,"Action,Adventure,Comedy,Sci-Fi",,7.36,"39,694",Mecha
Turn A Gundam,Nakamura Production,50,Original,"Action,Adventure,Drama,Romance,Sci-Fi","Apr 9, 1999, 17:00 (JST)",7.70,"39,532","Mecha,Military,Space"
Futari wa Precure,Toei Animation,49,Original,"Action,Comedy,Fantasy","Feb 1, 2004, 08:30 (JST)",7.02,"39,448",Shoujo
Gunsmith Cats,OLM,3,Manga,"Action,Comedy",,7.30,"39,444",Police
Youjuu Toshi,Madhouse,1,Novel,"Action,Adventure,Drama,Horror",,6.45,"39,435","Demons,Super Power"
Tsuki ga Michibiku Isekai Douchuu 2nd Season,-,?,Light novel,"Action,Adventure,Comedy,Fantasy","??? ??, ????",N/A,"39,314",-
Brave Story,Gonzo,1,Novel,"Action,Adventure,Fantasy,Supernatural",,7.44,"39,226",Kids
Majutsushi Orphen,J.C.Staff,24,Light novel,"Action,Adventure,Comedy,Fantasy","Oct 3, 1998, 17:00 (JST)",7.13,"39,158",Demons
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Production I.G,1,Game,"Action,Fantasy,Supernatural",,7.53,"38,958",-
Monster Farm: Enbanseki no Himitsu,TMS Entertainment,48,Game,"Action,Adventure,Comedy,Fantasy","Apr 17, 1999, 07:30 (JST)",6.81,"38,890","ADV Films,Discotek Media"
Digimon Adventure tri. 6: Bokura no Mirai,Toei Animation,1,Original,"Action,Adventure,Comedy,Drama",,7.20,"38,878",-
Quanzhi Fashi III,Shanghai Foch Film and TV Culture Investment,12,Novel,"Action,Fantasy",,7.39,"38,799",School
Bakugan Battle Brawlers: Mechtanium Surge,TMS Entertainment,46,Original,"Action,Adventure,Fantasy","Feb 13, 2011",6.19,"38,688",Game
Bakugan Battle Brawlers: Gundalian Invaders,TMS Entertainment,39,Original,"Action,Adventure,Fantasy","May 23, 2010",6.24,"38,680",Game
Shonan Junai Gumi!,J.C.Staff,5,Manga,"Action,Comedy",,7.46,"38,635",School
Gundam Build Fighters Try,Sunrise,25,Original,"Action,Sci-Fi","Oct 8, 2014, 18:00 (JST)",7.23,"38,450",Mecha
Fate/stay night TV Reproduction,Studio Deen,2,Visual novel,"Action,Fantasy,Romance,Supernatural",,6.85,"38,434",Shounen
Grimms Notes The Animation,Brain's Base,12,Game,"Action,Adventure,Fantasy","Jan 11, 2019, 01:58 (JST)",5.98,"38,392",Sentai Filmworks
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Wit Studio,1,Original,"Action,Drama,Fantasy,Horror,Supernatural",,7.52,"38,235",-
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,8bit,1,Light novel,"Action,Adventure,Comedy,Fantasy",,6.66,"38,234",Demons
Strike Witches Movie,AIC,1,Original,"Action,Sci-Fi,Ecchi",,7.59,"38,211",Military
Dorohedoro: Ma no Omake,MAPPA,6,Manga,"Action,Comedy,Fantasy,Horror",,7.10,"38,163",Seinen
Hellsing: Digest for Freaks,Satelight,1,Manga,"Action,Horror,Supernatural",,7.65,"38,160","Military,Super Power,Vampire"
.hack//Quantum,Kinema Citrus,3,Original,"Action,Adventure,Fantasy,Sci-Fi",,7.15,"38,106",Game
Lord of Vermilion: Guren no Ou,asread.,12,Game,"Action,Fantasy","Jul 14, 2018, 01:10 (JST)",5.34,"38,082",Funimation
Kamen no Maid Guy,Madhouse,12,Manga,"Action,Comedy,Ecchi","Apr 6, 2008",7.02,"38,060",Super Power
Kemeko Deluxe!,Hal Film Maker,12,Manga,"Action,Comedy,Romance,Sci-Fi,Ecchi","Oct 5, 2008",6.57,"38,009",School
Hitsugi no Chaika OVA,Bones,1,Light novel,"Action,Adventure,Comedy,Fantasy",,7.01,"37,988",Sentai Filmworks
Senyoku no Sigrdrifa,A-1 Pictures,12,Original,Action,"Oct 3, 2020, 23:30 (JST)",6.45,"37,982",Military
Pumpkin Scissors,AIC,24,Manga,"Action,Comedy,Drama","Oct 3, 2006, 02:00 (JST)",7.17,"37,919",Military
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Wit Studio,1,Original,"Action,Drama,Fantasy,Horror,Supernatural",,7.52,"37,733",-
Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,OLM,1,Game,"Action,Adventure,Comedy,Fantasy",,6.33,"37,729",Kids
Yu☆Gi☆Oh! VRAINS,Gallop,120,Card game,"Action,Fantasy,Sci-Fi","May 10, 2017, 18:25 (JST)",6.62,"37,702",Game
Ouritsu Uchuugun: Honneamise no Tsubasa,Gainax,1,Original,"Action,Drama,Sci-Fi",,7.51,"37,623","Military,Space"
Suisei no Gargantia Specials,Production I.G,2,Original,"Action,Adventure,Sci-Fi",,7.20,"37,559",Mecha
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,Sunrise,1,Original,Action,,7.60,"37,489","Mecha,Military,School,Super Power"
Quanzhi Gaoshou Zhi Dianfeng Rongyao,Colored Pencil Animation,1,Novel,Action,,8.14,"37,459",Game
First Squad: The Moment of Truth,Studio 4°C,1,Original,"Action,Supernatural",,5.99,"37,424","Historical,Military,Super Power"
Queen's Blade: Rebellion,Arms,12,Other,"Action,Adventure,Fantasy,Ecchi","Apr 3, 2012",6.29,"37,296","NYAV Post,Sentai Filmworks"
"Suisei no Gargantia: Meguru Kouro, Haruka",Production I.G,2,Original,"Action,Adventure,Sci-Fi",,7.36,"37,250",Mecha
Pokemon Best Wishes! Season 2: Episode N,OLM,14,Game,"Action,Adventure,Comedy,Fantasy","Jan 17, 2013, 19:00 (JST)",6.65,"37,237",Kids
RErideD: Tokigoe no Derrida,GEEK TOYS,12,Original,"Action,Drama,Sci-Fi","Sep 22, 2018, 01:05 (JST)",5.69,"37,216",Funimation
Ashita no Joe 2,Tokyo Movie Shinsha,47,Manga,"Action,Drama,Slice of Life,Sports","Oct 13, 1980",8.69,"37,213",Shounen
Ling Qi 2,Haoliners Animation League,12,Web manga,"Action,Boys Love,Comedy,Supernatural","Feb 23, 2018, 21:00 (JST)",7.50,"37,212",-
Mardock Scramble: The Second Combustion,GoHands,1,Novel,"Action,Sci-Fi",,7.35,"37,172",Psychological
Youjo Senki: Sabaku no Pasta Daisakusen,Nut,1,Light novel,Action,,7.40,"36,848",Military
Gintama: Yorinuki Gintama-san on Theater 2D,Sunrise,2,Manga,"Action,Comedy,Sci-Fi",,8.45,"36,765","Historical,Parody,Samurai"
Halo Legends,Bee Train,8,Game,"Action,Drama,Sci-Fi",,7.01,"36,742",Military
Golgo 13 (TV),The Answer Studio,50,Manga,"Action,Adventure,Drama,Suspense","Apr 12, 2008",7.53,"36,729",Seinen
Appleseed Saga Ex Machina,Digital Frontier,1,-,"Action,Sci-Fi",,7.34,"36,707","Mecha,Military"
Bakumatsu Kikansetsu Irohanihoheto,Sunrise,26,Original,"Action,Drama",,7.11,"36,554","Historical,Samurai"
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,Production I.G,1,Manga,"Action,Mystery,Sci-Fi",,8.09,"36,426","Mecha,Police,Psychological"
Full Metal Panic! The Second Raid Episode 00,Kyoto Animation,1,Light novel,"Action,Adventure",,7.40,"36,387","Mecha,Military"
Gintama: Shinyaku Benizakura-hen,Sunrise,1,Manga,"Action,Comedy,Sci-Fi",,8.28,"36,310","Historical,Parody,Samurai"
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,Kyoto Animation,9,Original,"Action,Fantasy,Romance","Jan 14, 2009, 01:45 (JST)",7.11,"36,286",Super Power
Saint Seiya: Meiou Hades Elysion-hen,Toei Animation,6,Manga,"Action,Fantasy",,7.58,"36,266",Super Power
Big Order,asread.,1,Manga,Action,,5.77,"36,175",Super Power
Heroman,Bones,26,Original,"Action,Sci-Fi","Apr 1, 2010, 18:00 (JST)",6.82,"36,168",Shounen
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,Diomedéa,1,Manga,"Action,Comedy,Girls Love,Ecchi",,6.52,"36,109",Funimation
Kuroshitsuji Recap,A-1 Pictures,1,Manga,"Action,Comedy,Mystery,Supernatural",,7.20,"36,038","Demons,Historical"
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,J.C.Staff,1,Manga,"Action,Comedy,Romance",,7.32,"36,030","Harem,Parody"
Kekkai Sensen: Ousama no Restaurant no Ousama,Bones,1,Manga,"Action,Comedy,Fantasy,Supernatural",,7.39,"35,973",Super Power
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,CloverWorks,1,Game,"Action,Fantasy,Supernatural",,7.60,"35,877",-
KanColle Movie,Diomedéa,1,Game,"Action,Drama,Sci-Fi",,7.51,"35,823",Military
Wu Shan Wu Xing,Nice Boat Animation,3,Original,"Action,Fantasy",,7.92,"35,815","Historical,Martial Arts"
Yozakura Quartet: Hoshi no Umi,Tatsunoko Production,3,Manga,"Action,Comedy,Supernatural",,7.40,"35,670",Super Power
Saiyuuki Reload Blast,Platinum Vision,12,Manga,"Action,Adventure,Comedy,Drama,Supernatural","Jul 5, 2017, 22:30 (JST)",7.21,"35,624",Demons
Guilty Crown: Kiseki - Reassortment,Production I.G,1,Original,"Action,Sci-Fi",,7.13,"35,571",Super Power
Towa no Quon 2: Konton no Ranbu,Bones,1,Original,"Action,Mystery,Sci-Fi,Supernatural",,7.35,"35,373",Super Power
Detective Conan Movie 18: The Sniper from Another Dimension,TMS Entertainment,1,Manga,"Action,Mystery",,8.08,"35,365",Police
Lupin III: Part 5,Telecom Animation Film,24,Manga,"Action,Adventure,Comedy,Mystery","Apr 4, 2018, 01:29 (JST)",8.16,"35,329",Seinen
Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,Bones,1,Manga,"Action,Fantasy,Supernatural",,6.82,"35,224","Super Power,Vampire"
Sword Art Online: Alicization - Recollection,A-1 Pictures,1,Light novel,"Action,Adventure,Fantasy,Romance",,6.72,"35,218",-
Fairy Tail: 100 Years Quest,-,?,Manga,"Action,Adventure,Comedy,Fantasy","??? ??, ????",N/A,"35,104",Shounen
Sweat Punch,Studio 4°C,5,Original,"Action,Fantasy",,7.37,"35,100","Historical,Mecha"
Pokemon Best Wishes! Season 2: Decolora Adventure,OLM,20,Game,"Action,Adventure,Comedy,Fantasy","Apr 25, 2013, 19:00 (JST)",6.27,"35,022",Kids
Towa no Quon 6: Towa no Quon,Bones,1,Original,"Action,Sci-Fi,Supernatural",,7.61,"34,984",Super Power
Busou Shinki,8bit,12,Other,"Action,Sci-Fi,Slice of Life","Oct 5, 2012, 01:55 (JST)",6.31,"34,980",Mecha
Beelzebub: Hirotta Akachan wa Daimaou!?,Pierrot Plus,1,Manga,"Action,Comedy,Supernatural",,7.29,"34,972","Demons,School"
Senran Kagura Shinovi Master: Tokyo Youma-hen,TNK,12,Game,"Action,Comedy,Ecchi","Oct 13, 2018, 00:00 (JST)",6.30,"34,940",School
86 Special Edition: Senya ni Akaku Hinageshi no Saku,A-1 Pictures,1,Light novel,"Action,Drama,Sci-Fi",,6.80,"34,864",Military
Air Master,Toei Animation,27,Manga,"Action,Comedy","Apr 2, 2003",7.00,"34,783",Martial Arts
Black Clover: Jump Festa 2016 Special,Xebec,1,Manga,"Action,Comedy,Fantasy",,6.75,"34,729",Shounen
Nihon Animator Mihonichi,Bridge,35,Original,"Action,Avant Garde,Fantasy,Sci-Fi,Supernatural,Ecchi",,7.37,"34,530","Mecha,Military,Music,School,Space"
Kishin Houkou Demonbane (TV),View Works,12,Visual novel,"Action,Romance,Ecchi","May 19, 2006",6.56,"34,308","Harem,Mecha"
Kyuuketsuhime Miyu (TV),AIC,26,Manga,"Action,Drama,Horror","Oct 6, 1997, 01:15 (JST)",7.14,"34,277","Demons,Vampire"
Code Geass: Hangyaku no Lelouch Recaps,Sunrise,2,Original,Action,,7.03,"34,245","Mecha,Military,School,Super Power"
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Sunrise,1,Manga,"Action,Comedy,Sci-Fi",,8.10,"34,209","Historical,Parody,Samurai"
Kantai Collection: KanColle Zoku-hen,-,?,Game,"Action,Sci-Fi,Slice of Life",,N/A,"34,199","Military,School"
Godzilla 2: Kessen Kidou Zoushoku Toshi,Polygon Pictures,1,Original,"Action,Adventure,Sci-Fi",,6.59,"34,154",-
Panty & Stocking in Sanitarybox,Gainax,1,Original,"Action,Avant Garde,Comedy,Supernatural,Ecchi",,6.41,"34,092",Parody
Rockman.EXE,Xebec,56,Game,"Action,Adventure,Comedy,Sci-Fi","Mar 4, 2002, 18:30 (JST)",6.92,"34,014","Game,Mecha"
Smile Precure!,Toei Animation,48,Original,"Action,Fantasy","Feb 5, 2012, 08:30 (JST)",6.70,"33,839",Shoujo
Final Fantasy: Unlimited,Gonzo,25,Game,"Action,Adventure,Fantasy,Sci-Fi","Oct 2, 2001, 18:30 (JST)",6.19,"33,823",Shounen
Seireitsukai no Blade Dance Specials,TNK,6,-,"Action,Fantasy,Supernatural,Ecchi",,6.65,"33,816",School
Last Period: Owarinaki Rasen no Monogatari,J.C.Staff,12,Game,"Action,Adventure,Comedy,Fantasy","Apr 12, 2018, 00:00 (JST)",6.41,"33,814",-
Akame ga Kill! Recap,White Fox,1,Manga,"Action,Adventure,Fantasy",,6.73,"33,766",-
Terra Formars: Bugs 2-hen,LIDENFILMS,2,Manga,"Action,Horror,Sci-Fi",,7.18,"33,709",Space
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,M.S.C,6,Manga,"Action,Comedy,Sports",,7.92,"33,624",-
Towa no Quon 3: Mugen no Renza,Bones,1,Original,"Action,Sci-Fi,Supernatural",,7.46,"33,599","Psychological,Super Power"
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,AIC Spirits,12,Game,"Action,Drama,Fantasy,Horror,Mystery","Jul 27, 2007, 23:00 (JST)",7.24,"33,494","Martial Arts,School"
Sword Art Online Alternative: Gun Gale Online - Refrain,Studio 3Hz,1,Light novel,"Action,Fantasy,Sci-Fi",,6.50,"33,406","Game,Military"
Machine-Doll wa Kizutsukanai Specials,Lerche,6,Light novel,"Action,Fantasy,Ecchi",,6.74,"33,402",School
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,Sunrise,25,Original,"Action,Mystery","Oct 6, 2013",7.27,"33,370",Game
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,Brain's Base,1,Manga,"Action,Comedy",,7.21,"33,263",Shounen
Princess Principal: Crown Handler Movie 1,Actas,1,Original,"Action,Mystery",,7.54,"33,251",Historical
Genius Party,Studio 4°C,7,Original,"Action,Avant Garde,Fantasy,Romance,Sci-Fi",,7.18,"33,249","Mecha,Music,Psychological"
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Artland,1,Novel,"Action,Sci-Fi",,7.91,"33,202","Military,Space"
X/1999,Madhouse,1,Manga,"Action,Drama,Fantasy,Horror,Sci-Fi,Supernatural",,6.57,"33,175",Manga Entertainment
Detective Conan Movie 20: The Darkest Nightmare,TMS Entertainment,1,Manga,"Action,Mystery",,8.17,"33,108",Police
God Eater Prologue,ufotable,1,Game,"Action,Fantasy,Sci-Fi",,6.66,"33,105",Military
Double Decker! Doug & Kirill,Sunrise,13,Original,"Action,Comedy,Sci-Fi","Sep 30, 2018, 22:30 (JST)",6.84,"33,080",Police
Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,8bit,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.02,"33,079",Demons
Cencoroll Connect,Think Corporation,1,Original,"Action,Sci-Fi",,7.24,"32,987",Aniplex of America
Towa no Quon 4: Guren no Shoushin,Bones,1,Original,"Action,Sci-Fi,Supernatural",,7.56,"32,868",Super Power
Cannon Busters,Satelight,12,Other,"Action,Adventure,Fantasy,Sci-Fi",,6.45,"32,766",Mecha
Wonderful Days,-,1,Original,"Action,Drama,Romance,Sci-Fi",,7.03,"32,687",-
Biohazard: Degeneration,Digital Frontier,1,Game,"Action,Horror,Sci-Fi",,7.01,"32,658",-
Mardock Scramble: The Third Exhaust,GoHands,1,Novel,"Action,Sci-Fi",,7.43,"32,635",Psychological
Yu☆Gi☆Oh! Zexal Second,Gallop,73,Manga,"Action,Fantasy","Oct 7, 2012",6.84,"32,617",Game
Back Arrow,Studio VOLN,24,Original,"Action,Fantasy","Jan 9, 2021, 00:00 (JST)",6.30,"32,432",Mecha
Gintama: Dai Hanseikai,Sunrise,1,Manga,"Action,Comedy",,8.07,"32,408","Parody,Samurai"
Basilisk: Ouka Ninpouchou,Seven Arcs Pictures,24,Manga,"Action,Drama","Jan 9, 2018, 00:00 (JST)",5.49,"32,405","Historical,Martial Arts"
Concrete Revolutio: Choujin Gensou - The Last Song,Bones,11,Original,"Action,Drama,Fantasy,Mystery,Sci-Fi,Supernatural","Apr 10, 2016, 23:00 (JST)",7.03,"32,327","Demons,Super Power"
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Toei Animation,1,Manga,"Action,Adventure,Comedy,Drama,Fantasy",,7.72,"32,302",Super Power
Akanesasu Shoujo,DandeLion Animation Studio,12,Original,"Action,Sci-Fi","Oct 1, 2018, 19:30 (JST)",6.43,"32,219",School
"Shachou, Battle no Jikan Desu!",C2C,12,Game,"Action,Adventure,Fantasy","Apr 5, 2020, 23:30 (JST)",5.86,"32,142",Funimation
Shining Tears X Wind,Studio Deen,13,Game,"Action,Adventure,Fantasy","Apr 7, 2007, 01:30 (JST)",6.50,"32,056",Discotek Media
Senki Zesshou Symphogear XV,Satelight,13,Original,"Action,Sci-Fi","Jul 7, 2019, 01:00 (JST)",8.19,"32,026",Music
Initial D Extra Stage 2,A.C.G.T.,1,Manga,"Action,Drama,Sports",,7.41,"32,025",Cars
Towa no Quon 5: Souzetsu no Raifuku,Bones,1,Original,"Action,Sci-Fi,Supernatural",,7.52,"32,014",Super Power
Nijuu Mensou no Musume,Bones,22,Manga,"Action,Adventure,Mystery","Apr 13, 2008",7.57,"31,796",-
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou 2nd Season Part 2",SILVER LINK.,?,Light novel,"Action,Fantasy","??? ??, ????",N/A,"31,712","Demons,School"
Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,Gainax,1,Original,"Action,Adventure,Comedy,Sci-Fi",,6.77,"31,654",Mecha
Detective Conan Movie 19: The Hellfire Sunflowers,TMS Entertainment,1,Manga,"Action,Mystery",,7.72,"31,616",Police
Wangan Midnight,A.C.G.T.,26,Manga,"Action,Sports","Jun 15, 2007",7.45,"31,480",Cars
Zhen Hun Jie,L²Studio,24,Manga,"Action,Supernatural",,7.66,"31,451",-
Angel Densetsu,Toei Animation,2,Manga,"Action,Comedy",,7.48,"31,391",School
Digimon Adventure: Last Evolution Kizuna,Yumeta Company,1,Original,"Action,Adventure,Comedy,Drama",,8.18,"31,360",-
Zegapain,Sunrise,26,Original,"Action,Romance,Sci-Fi","Apr 6, 2006, 18:00 (JST)",7.32,"31,267",Mecha
Overlord: Ple Ple Pleiades 2,Studio PuYUKAI,13,Light novel,"Action,Comedy,Fantasy",,6.84,"31,266",-
Wu Liuqi Zhi Zui Qiang Fa Xing Shi,-,10,Original,"Action,Comedy,Drama,Mystery",,8.27,"31,260","Martial Arts,Super Power"
Uchuu Kaizoku Captain Herlock,Toei Animation,42,Manga,"Action,Adventure,Drama,Sci-Fi","Mar 14, 1978",7.70,"31,242",Space
Beatless Final Stage,Diomedéa,4,Light novel,"Action,Drama,Romance,Sci-Fi","Sep 26, 2018",6.81,"31,119",-
Initial D Battle Stage,Pastel,1,Manga,"Action,Drama,Sports",,7.56,"31,110",Cars
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Telecom Animation Film,1,Manga,"Action,Adventure,Drama",,7.86,"30,990",Seinen
Magatsu Wahrheit: Zuerst,Yokohama Animation Lab,12,Game,"Action,Fantasy","Oct 13, 2020, 23:00 (JST)",6.57,"30,985",Funimation
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,David Production,3,Manga,"Action,Adventure",,6.86,"30,967",Shounen
Mobile Suit Gundam I,Sunrise,1,Original,"Action,Adventure,Drama,Sci-Fi",,7.27,"30,929","Mecha,Military,Space"
One Piece: Umi no Heso no Daibouken-hen,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.26,"30,854",Super Power
Bastard!!: Ankoku no Hakaishin,AIC,6,Manga,"Action,Adventure,Comedy,Fantasy,Ecchi",,6.72,"30,778",Seinen
Senki Zesshou Symphogear AXZ,Satelight,13,Original,"Action,Sci-Fi","Jul 2, 2017, 01:00 (JST)",7.59,"30,641",Music
Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,David Production,1,Game,"Action,Comedy,Fantasy,Sci-Fi",,7.26,"30,566",Funimation
Vassalord.,Production I.G,1,Manga,"Action,Boys Love,Comedy,Fantasy,Mystery,Supernatural",,6.81,"30,564",Vampire
One Piece: Adventure of Nebulandia,Toei Animation,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.27,"30,507",Super Power
Hangyakusei Million Arthur,J.C.Staff,10,Game,"Action,Adventure,Fantasy","Oct 25, 2018, 22:00 (JST)",6.04,"30,458",-
Fuse: Teppou Musume no Torimonochou,TMS Entertainment,1,Book,"Action,Drama,Supernatural",,7.34,"30,358",Historical
.hack//G.U. Trilogy,CyberConnect2,1,Game,"Action,Fantasy,Sci-Fi",,7.11,"30,327",Game
Saiyuuki Reload,Studio Pierrot,25,Manga,"Action,Adventure,Comedy,Drama,Supernatural","Oct 2, 2003",7.39,"30,322",Demons
Frame Arms Girl,Studio A-CAT,12,Other,"Action,Sci-Fi,Slice of Life","Apr 4, 2017, 01:05 (JST)",6.40,"30,221",Mecha
Yoru no Yatterman,Tatsunoko Production,12,Original,"Action,Adventure,Comedy,Drama","Jan 11, 2015, 22:00 (JST)",6.51,"30,160",Funimation
One Piece: Taose! Kaizoku Ganzack,Production I.G,1,Manga,"Action,Adventure,Comedy,Fantasy",,6.74,"30,141",Super Power
Code:Breaker OVA,Kinema Citrus,3,Manga,"Action,Comedy,Supernatural,Ecchi",,6.72,"30,138","School,Super Power"
Seikai no Senki,Sunrise,13,Light novel,"Action,Romance,Sci-Fi","Apr 14, 2000",7.70,"30,106","Military,Space"
Dragon Ball Super: Super Hero,-,1,Manga,"Action,Adventure,Fantasy",,N/A,"30,085","Martial Arts,Super Power"
Lupin III vs. Detective Conan,TMS Entertainment,1,-,"Action,Adventure,Comedy,Mystery",,7.78,"29,956",Shounen
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,J.C.Staff,1,Manga,"Action,Fantasy,Supernatural",,6.80,"29,933",Seinen
Drifters: Special Edition,Hoods Drifters Studio,1,Manga,"Action,Adventure,Comedy,Fantasy",,7.68,"29,928","Historical,Samurai"
Tales of Symphonia The Animation: Tethe'alla-hen,ufotable,4,Game,"Action,Adventure,Fantasy",,7.48,"29,710",Martial Arts
Genocyber,Artmic,5,Manga,"Action,Horror,Sci-Fi",,5.82,"29,384","Mecha,Psychological"
AIKa,Studio Fantasia,7,Original,"Action,Adventure,Comedy,Sci-Fi,Ecchi",,5.93,"29,137","Bandai Entertainment,Central Park Media"
Supernatural The Animation,Madhouse,22,Other,"Action,Horror,Supernatural",,7.00,"29,111",Demons
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Kitty Film Mitaka Studio,1,Novel,"Action,Drama,Sci-Fi",,8.11,"29,107","Military,Space"
Kouya no Kotobuki Hikoutai,GEMBA,12,Original,"Action,Adventure","Jan 13, 2019, 22:30 (JST)",6.86,"29,050",Military
Cyborg 009: The Cyborg Soldier,Brain's Base,50,Manga,"Action,Adventure,Sci-Fi","Oct 14, 2001",7.26,"28,963",Mecha
Armitage III,AIC,4,Original,"Action,Adventure,Romance,Sci-Fi",,7.03,"28,849","Mecha,Police"
Demashita! Powerpuff Girls Z,Toei Animation,52,Other,"Action,Comedy,Sci-Fi,Slice of Life","Jul 1, 2006, 07:00 (JST)",6.39,"28,823","School,Super Power"
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Bandai Namco Pictures,1,Manga,"Action,Comedy",,8.11,"28,751","Historical,Parody,Samurai"
Mahou Shoujo Lyrical Nanoha: The Movie 1st,Seven Arcs,1,Original,"Action,Comedy,Drama,Sci-Fi",,7.89,"28,695",-
Lupin III: Part II,Tokyo Movie Shinsha,155,Manga,"Action,Adventure,Comedy,Mystery","Oct 3, 1977, 19:00 (JST)",7.79,"28,663",Seinen
Mushikago no Cagaster,Studio Kai,12,Manga,"Action,Drama,Sci-Fi",,6.50,"28,516","Netflix,Sentai Filmworks"
Pokemon Movie 21: Minna no Monogatari,OLM,1,Game,"Action,Adventure,Comedy,Fantasy",,7.16,"28,454",Game
New Initial D Movie: Legend 1 - Kakusei,LIDENFILMS,1,Manga,"Action,Sports",,7.77,"28,416",Cars
Hellsing: Psalm of the Darkness,Gonzo,1,Manga,"Action,Supernatural",,6.93,"28,395",Vampire
Atom: The Beginning,OLM,12,Manga,"Action,Sci-Fi","Apr 15, 2017, 23:00 (JST)",6.83,"28,372",Mecha
Mobile Suit Gundam AGE,Sunrise,49,Original,"Action,Sci-Fi","Oct 9, 2011",6.49,"28,367","Mecha,Space"
Saber Marionette J,Studio Junio,25,Original,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi","Oct 1, 1996, 18:00 (JST)",7.35,"28,355","Harem,Martial Arts,Mecha"
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,SANZIGEN,1,Manga,"Action,Sci-Fi",,7.86,"28,352",Seinen
